order_id,order_date,region,city,channel,customer_segment,category,product,quantity,unit_price_usd,gross_revenue_usd,discount_rate,discount_amount_usd,net_revenue_usd,cogs_usd,shipping_fulfillment_usd,payment_fee_usd,returned_flag,return_amount_usd,gross_profit_usd,net_profit_usd,month
ADH-105467,2025-10-04,North,Kano,Online,SME,Home & Kitchen,Cookware Set,1,24.39,24.39,0.0,0.0,24.39,19.57,6.36,0.44,0,0.0,4.82,-1.98,2025-10
ADH-105468,2025-10-04,North,Kaduna,POS,SME,Home & Kitchen,Kettle,1,57.36,57.36,0.0,0.0,57.36,35.81,0.0,0.69,0,0.0,21.55,20.86,2025-10
ADH-105469,2025-10-04,East,Owerri,Online,Retail,Home & Kitchen,Kettle,2,78.63,157.26,0.0,0.0,157.26,110.32,5.45,2.83,0,0.0,46.94,38.66,2025-10
ADH-105470,2025-10-04,East,Onitsha,Wholesale,Retail,Electronics,Power Bank,12,61.02,732.24,0.0,0.0,732.24,595.67,2.44,5.86,0,0.0,136.57,128.27,2025-10
ADH-105471,2025-10-04,South,Benin,Online,SME,Fashion,T-Shirt,1,27.34,27.34,0.0,0.0,27.34,18.01,4.08,0.49,0,0.0,9.33,4.76,2025-10
ADH-105472,2025-10-04,East,Onitsha,POS,Retail,Electronics,Earbuds,3,90.74,272.22,0.0,0.0,272.22,209.9,0.0,3.27,0,0.0,62.32,59.05,2025-10
ADH-105473,2025-10-04,North,Jos,POS,Retail,Fashion,Sneakers,2,84.04,168.08,0.0,0.0,168.08,89.81,0.0,2.02,0,0.0,78.27,76.25,2025-10
ADH-105474,2025-10-04,East,Onitsha,Online,Retail,Groceries,Rice 5kg,1,13.18,13.18,0.0,0.0,13.18,12.34,6.88,0.24,0,0.0,0.84,-6.28,2025-10
ADH-105475,2025-10-04,South,Warri,Online,Retail,Health & Beauty,Hair Care,1,38.4,38.4,0.0,0.0,38.4,28.79,3.69,0.69,0,0.0,9.61,5.23,2025-10
ADH-105476,2025-10-04,West,Ilorin,POS,Retail,Groceries,Noodles Pack,2,9.58,19.16,0.0,0.0,19.16,17.78,0.0,0.23,0,0.0,1.38,1.15,2025-10
ADH-105477,2025-10-04,West,Abeokuta,POS,Retail,Electronics,Earbuds,1,35.24,35.24,0.0,0.0,35.24,27.33,0.0,0.42,0,0.0,7.91,7.49,2025-10
ADH-105478,2025-10-04,East,Owerri,Online,Corporate,Fashion,Cap,1,72.37,72.37,0.0,0.0,72.37,40.0,7.96,1.3,0,0.0,32.37,23.11,2025-10
ADH-105479,2025-10-04,North,Kano,POS,SME,Electronics,Power Bank,1,34.07,34.07,0.0,0.0,34.07,24.0,0.0,0.41,0,0.0,10.07,9.66,2025-10
ADH-105480,2025-10-04,North,Jos,Online,SME,Fashion,Cap,1,49.13,49.13,0.0,0.0,49.13,27.32,7.13,0.88,0,0.0,21.81,13.8,2025-10
ADH-105481,2025-10-05,North,Kano,Online,Retail,Fashion,Jeans,1,20.17,20.17,0.0,0.0,20.17,13.47,5.89,0.36,0,0.0,6.7,0.45,2025-10
ADH-105482,2025-10-05,East,Onitsha,Online,Retail,Home & Kitchen,Cookware Set,1,135.47,135.47,0.0,0.0,135.47,87.92,4.42,2.44,0,0.0,47.55,40.69,2025-10
ADH-105483,2025-10-05,South,Uyo,POS,Retail,Fashion,Sneakers,1,41.73,41.73,0.0,0.0,41.73,29.17,0.0,0.5,0,0.0,12.56,12.06,2025-10
ADH-105484,2025-10-05,South,Warri,POS,Retail,Health & Beauty,Toiletries Set,2,37.55,75.1,0.0,0.0,75.1,54.42,0.0,0.9,0,0.0,20.68,19.78,2025-10
ADH-105485,2025-10-05,South,Warri,Wholesale,Corporate,Groceries,Rice 5kg,15,26.39,395.85,0.033,13.06,382.79,317.37,0.56,3.06,0,0.0,65.42,61.8,2025-10
ADH-105486,2025-10-05,West,Abeokuta,Online,SME,Electronics,Bluetooth Speaker,1,38.98,38.98,0.091,3.55,35.43,23.04,6.81,0.64,0,0.0,12.39,4.94,2025-10
ADH-105487,2025-10-05,South,Warri,Wholesale,SME,Electronics,Power Bank,10,94.14,941.4,0.0,0.0,941.4,736.05,2.06,7.53,0,0.0,205.35,195.76,2025-10
ADH-105488,2025-10-05,North,Kano,POS,Retail,Home & Kitchen,Cookware Set,1,12.61,12.61,0.0,0.0,12.61,8.92,0.0,0.15,0,0.0,3.69,3.54,2025-10
ADH-105489,2025-10-05,South,Uyo,Online,Retail,Fashion,Jeans,1,83.44,83.44,0.0,0.0,83.44,56.28,6.33,1.5,0,0.0,27.16,19.33,2025-10
ADH-105490,2025-10-05,North,Kano,Online,SME,Home & Kitchen,Kettle,1,27.25,27.25,0.037,1.01,26.24,17.93,3.73,0.47,0,0.0,8.31,4.11,2025-10
ADH-105491,2025-10-05,East,Enugu,Online,SME,Groceries,Cooking Oil,2,26.21,52.42,0.0,0.0,52.42,44.23,4.3,0.94,0,0.0,8.19,2.95,2025-10
ADH-105492,2025-10-05,South,Port Harcourt,Online,Retail,Fashion,Handbag,1,33.47,33.47,0.0,0.0,33.47,22.45,7.81,0.6,0,0.0,11.02,2.61,2025-10
ADH-105493,2025-10-05,West,Ibadan,Online,SME,Groceries,Detergent,1,19.72,19.72,0.0,0.0,19.72,17.35,4.8,0.35,0,0.0,2.37,-2.78,2025-10
ADH-105494,2025-10-05,East,Owerri,Online,Retail,Fashion,Jeans,2,85.27,170.54,0.075,12.79,157.75,111.35,5.27,2.84,0,0.0,46.4,38.29,2025-10
ADH-105495,2025-10-05,South,Port Harcourt,POS,Retail,Home & Kitchen,Extension Cable,3,143.25,429.75,0.0,0.0,429.75,303.56,0.0,5.16,0,0.0,126.19,121.03,2025-10
ADH-105496,2025-10-05,North,Jos,Online,SME,Fashion,Cap,1,11.0,11.0,0.0,0.0,11.0,6.27,4.41,0.2,0,0.0,4.73,0.12,2025-10
ADH-105497,2025-10-05,South,Warri,POS,Retail,Electronics,Bluetooth Speaker,3,23.55,70.65,0.0,0.0,70.65,50.06,0.0,0.85,0,0.0,20.59,19.74,2025-10
ADH-105498,2025-10-05,North,Kaduna,Online,SME,Electronics,Earbuds,1,111.41,111.41,0.0,0.0,111.41,83.35,4.51,2.01,0,0.0,28.06,21.54,2025-10
ADH-105499,2025-10-05,North,Kano,Wholesale,Retail,Groceries,Cooking Oil,8,21.53,172.24,0.0,0.0,172.24,145.33,1.6,1.38,0,0.0,26.91,23.93,2025-10
ADH-105500,2025-10-05,South,Port Harcourt,Online,Retail,Groceries,Noodles Pack,1,9.89,9.89,0.0,0.0,9.89,8.33,4.79,0.18,0,0.0,1.56,-3.41,2025-10
ADH-105501,2025-10-05,North,Kaduna,POS,Retail,Groceries,Beverage Pack,1,9.09,9.09,0.0,0.0,9.09,7.75,0.0,0.11,0,0.0,1.34,1.23,2025-10
ADH-105502,2025-10-06,South,Uyo,Online,SME,Fashion,Jeans,1,24.74,24.74,0.038,0.94,23.8,12.9,3.91,0.43,1,21.36,10.9,-14.8,2025-10
ADH-105503,2025-10-06,North,Jos,POS,SME,Electronics,Earbuds,1,37.01,37.01,0.0,0.0,37.01,25.31,0.0,0.44,0,0.0,11.7,11.26,2025-10
ADH-105504,2025-10-06,South,Port Harcourt,Online,Retail,Health & Beauty,Perfume,1,74.5,74.5,0.0,0.0,74.5,56.49,5.15,1.34,0,0.0,18.01,11.52,2025-10
ADH-105505,2025-10-06,South,Uyo,POS,Retail,Electronics,Phone Accessory,1,21.46,21.46,0.0,0.0,21.46,16.72,0.0,0.26,0,0.0,4.74,4.48,2025-10
ADH-105506,2025-10-06,North,Kaduna,Online,SME,Home & Kitchen,Blender,3,124.89,374.67,0.0,0.0,374.67,278.56,7.06,6.74,0,0.0,96.11,82.31,2025-10
ADH-105507,2025-10-06,West,Lagos,Online,Corporate,Fashion,T-Shirt,1,66.83,66.83,0.0,0.0,66.83,48.15,6.98,1.2,0,0.0,18.68,10.5,2025-10
ADH-105508,2025-10-06,South,Uyo,Wholesale,Retail,Groceries,Noodles Pack,5,30.55,152.75,0.0,0.0,152.75,134.92,1.18,1.22,0,0.0,17.83,15.43,2025-10
ADH-105509,2025-10-06,South,Port Harcourt,POS,SME,Groceries,Noodles Pack,4,19.75,79.0,0.0,0.0,79.0,70.76,0.0,0.95,0,0.0,8.24,7.29,2025-10
ADH-105510,2025-10-06,North,Kano,Online,Retail,Groceries,Detergent,1,17.88,17.88,0.0,0.0,17.88,14.9,3.93,0.32,0,0.0,2.98,-1.27,2025-10
ADH-105511,2025-10-06,West,Ilorin,POS,Retail,Health & Beauty,Hair Care,1,59.99,59.99,0.0,0.0,59.99,47.5,0.0,0.72,0,0.0,12.49,11.77,2025-10
ADH-105512,2025-10-06,South,Uyo,POS,SME,Home & Kitchen,Blender,2,97.77,195.54,0.0,0.0,195.54,126.31,0.0,2.35,0,0.0,69.23,66.88,2025-10
ADH-105513,2025-10-06,North,Abuja,POS,Retail,Fashion,Sneakers,3,82.6,247.8,0.0,0.0,247.8,159.74,0.0,2.97,0,0.0,88.06,85.09,2025-10
ADH-105514,2025-10-06,West,Abeokuta,POS,Retail,Groceries,Noodles Pack,3,11.3,33.9,0.0,0.0,33.9,29.34,0.0,0.41,0,0.0,4.56,4.15,2025-10
ADH-105515,2025-10-06,West,Abeokuta,POS,SME,Groceries,Rice 5kg,2,21.3,42.6,0.0,0.0,42.6,39.42,0.0,0.51,0,0.0,3.18,2.67,2025-10
ADH-105516,2025-10-06,North,Abuja,POS,Retail,Home & Kitchen,Cookware Set,1,37.52,37.52,0.0,0.0,37.52,30.03,0.0,0.45,0,0.0,7.49,7.04,2025-10
ADH-105517,2025-10-07,West,Abeokuta,POS,Retail,Fashion,T-Shirt,1,49.83,49.83,0.0,0.0,49.83,28.65,0.0,0.6,0,0.0,21.18,20.58,2025-10
ADH-105518,2025-10-07,South,Uyo,POS,Retail,Health & Beauty,Hair Care,3,38.54,115.62,0.0,0.0,115.62,86.44,0.0,1.39,0,0.0,29.18,27.79,2025-10
ADH-105519,2025-10-07,East,Enugu,POS,Corporate,Fashion,Cap,1,63.02,63.02,0.0,0.0,63.02,46.66,0.0,0.76,0,0.0,16.36,15.6,2025-10
ADH-105520,2025-10-07,East,Enugu,Wholesale,SME,Groceries,Rice 5kg,12,17.13,205.56,0.0,0.0,205.56,192.02,1.45,1.64,0,0.0,13.54,10.45,2025-10
ADH-105521,2025-10-07,South,Uyo,Wholesale,Retail,Health & Beauty,Toiletries Set,5,77.57,387.85,0.0,0.0,387.85,294.64,2.13,3.1,0,0.0,93.21,87.98,2025-10
ADH-105522,2025-10-07,South,Warri,POS,Retail,Health & Beauty,Hair Care,2,29.26,58.52,0.0,0.0,58.52,44.9,0.0,0.7,0,0.0,13.62,12.92,2025-10
ADH-105523,2025-10-07,East,Enugu,Wholesale,Retail,Fashion,Cap,15,40.37,605.55,0.0,0.0,605.55,412.29,0.36,4.84,0,0.0,193.26,188.06,2025-10
ADH-105524,2025-10-07,South,Port Harcourt,Wholesale,Corporate,Groceries,Rice 5kg,12,14.72,176.64,0.0,0.0,176.64,163.27,0.26,1.41,0,0.0,13.37,11.7,2025-10
ADH-105525,2025-10-07,East,Onitsha,Wholesale,Retail,Fashion,Handbag,10,51.94,519.4,0.0,0.0,519.4,315.72,0.22,4.16,0,0.0,203.68,199.3,2025-10
ADH-105526,2025-10-07,West,Ibadan,POS,Retail,Fashion,Jeans,1,47.14,47.14,0.0,0.0,47.14,24.91,0.0,0.57,0,0.0,22.23,21.66,2025-10
ADH-105527,2025-10-07,West,Ilorin,POS,Retail,Health & Beauty,Perfume,2,62.53,125.06,0.0,0.0,125.06,77.11,0.0,1.5,0,0.0,47.95,46.45,2025-10
ADH-105528,2025-10-07,West,Ilorin,Online,Corporate,Home & Kitchen,Cookware Set,1,139.51,139.51,0.0,0.0,139.51,115.46,8.15,2.51,0,0.0,24.05,13.39,2025-10
ADH-105529,2025-10-07,West,Ilorin,Wholesale,SME,Groceries,Beverage Pack,5,22.26,111.3,0.0,0.0,111.3,95.09,2.48,0.89,0,0.0,16.21,12.84,2025-10
ADH-105530,2025-10-08,North,Kano,Online,Retail,Groceries,Beverage Pack,3,54.54,163.62,0.0,0.0,163.62,140.48,4.39,2.95,0,0.0,23.14,15.8,2025-10
ADH-105531,2025-10-08,East,Onitsha,Online,Retail,Electronics,Bluetooth Speaker,1,31.69,31.69,0.0,0.0,31.69,23.4,4.5,0.57,0,0.0,8.29,3.22,2025-10
ADH-105532,2025-10-08,West,Lagos,Online,Corporate,Home & Kitchen,Cookware Set,2,29.12,58.24,0.052,3.03,55.21,34.22,5.13,0.99,0,0.0,20.99,14.87,2025-10
ADH-105533,2025-10-08,East,Onitsha,POS,Retail,Electronics,Phone Accessory,3,84.77,254.31,0.0,0.0,254.31,172.36,0.0,3.05,0,0.0,81.95,78.9,2025-10
ADH-105534,2025-10-08,South,Warri,Online,Retail,Home & Kitchen,Kettle,2,64.16,128.32,0.0,0.0,128.32,107.84,6.75,2.31,0,0.0,20.48,11.42,2025-10
ADH-105535,2025-10-08,West,Abeokuta,Online,Retail,Groceries,Cooking Oil,1,13.91,13.91,0.0,0.0,13.91,11.59,4.02,0.25,0,0.0,2.32,-1.95,2025-10
ADH-105536,2025-10-08,West,Lagos,Online,Corporate,Home & Kitchen,Extension Cable,1,86.63,86.63,0.03,2.6,84.03,64.31,4.39,1.51,0,0.0,19.72,13.82,2025-10
ADH-105537,2025-10-08,West,Lagos,Online,Retail,Electronics,Smartwatch,1,97.8,97.8,0.055,5.38,92.42,73.94,6.19,1.66,0,0.0,18.48,10.63,2025-10
ADH-105538,2025-10-08,North,Jos,Online,Retail,Groceries,Rice 5kg,3,21.2,63.6,0.038,2.42,61.18,54.75,5.52,1.1,0,0.0,6.43,-0.19,2025-10
ADH-105539,2025-10-08,West,Lagos,Wholesale,Corporate,Groceries,Rice 5kg,8,51.54,412.32,0.0,0.0,412.32,361.63,1.9,3.3,0,0.0,50.69,45.49,2025-10
ADH-105540,2025-10-08,East,Owerri,POS,SME,Health & Beauty,Toiletries Set,1,76.47,76.47,0.0,0.0,76.47,55.71,0.0,0.92,0,0.0,20.76,19.84,2025-10
ADH-105541,2025-10-08,West,Lagos,Wholesale,SME,Fashion,Jeans,8,48.33,386.64,0.0,0.0,386.64,290.37,2.26,3.09,0,0.0,96.27,90.92,2025-10
ADH-105542,2025-10-08,West,Ibadan,Wholesale,SME,Fashion,Sneakers,8,13.74,109.92,0.0,0.0,109.92,66.67,1.54,0.88,0,0.0,43.25,40.83,2025-10
ADH-105543,2025-10-08,South,Benin,Online,Retail,Fashion,Sneakers,2,59.13,118.26,0.0,0.0,118.26,68.07,5.48,2.13,0,0.0,50.19,42.58,2025-10
ADH-105544,2025-10-08,North,Abuja,Online,Corporate,Groceries,Cooking Oil,1,40.24,40.24,0.0,0.0,40.24,34.68,5.9,0.72,0,0.0,5.56,-1.06,2025-10
ADH-105545,2025-10-08,North,Kano,POS,Retail,Groceries,Noodles Pack,2,19.1,38.2,0.0,0.0,38.2,32.16,0.0,0.46,0,0.0,6.04,5.58,2025-10
ADH-105546,2025-10-08,East,Owerri,Online,SME,Groceries,Rice 5kg,4,27.27,109.08,0.0,0.0,109.08,91.3,6.43,1.96,0,0.0,17.78,9.39,2025-10
ADH-105547,2025-10-08,East,Owerri,Online,SME,Groceries,Rice 5kg,3,21.91,65.73,0.076,5.0,60.73,50.13,4.01,1.09,0,0.0,10.6,5.5,2025-10
ADH-105548,2025-10-08,North,Jos,Wholesale,Retail,Groceries,Cooking Oil,12,8.35,100.2,0.0,0.0,100.2,93.95,1.62,0.8,0,0.0,6.25,3.83,2025-10
ADH-105549,2025-10-08,South,Benin,POS,Retail,Home & Kitchen,Cookware Set,1,126.2,126.2,0.0,0.0,126.2,90.84,0.0,1.51,0,0.0,35.36,33.85,2025-10
ADH-105550,2025-10-08,South,Warri,Online,SME,Home & Kitchen,Bedsheet,1,141.57,141.57,0.0,0.0,141.57,91.98,4.9,2.55,0,0.0,49.59,42.14,2025-10
ADH-105551,2025-10-08,West,Abeokuta,Online,Retail,Groceries,Beverage Pack,1,28.66,28.66,0.0,0.0,28.66,23.86,4.73,0.52,0,0.0,4.8,-0.45,2025-10
ADH-105552,2025-10-08,North,Kano,POS,Retail,Home & Kitchen,Kettle,1,40.18,40.18,0.0,0.0,40.18,34.09,0.0,0.48,0,0.0,6.09,5.61,2025-10
ADH-105553,2025-10-09,North,Kano,Online,Retail,Electronics,Power Bank,2,95.85,191.7,0.0,0.0,191.7,136.21,6.81,3.45,0,0.0,55.49,45.23,2025-10
ADH-105554,2025-10-09,North,Kano,POS,Corporate,Home & Kitchen,Blender,1,131.23,131.23,0.0,0.0,131.23,91.05,0.0,1.57,0,0.0,40.18,38.61,2025-10
ADH-105555,2025-10-09,East,Owerri,POS,Retail,Groceries,Detergent,1,10.94,10.94,0.0,0.0,10.94,9.24,0.0,0.13,0,0.0,1.7,1.57,2025-10
ADH-105556,2025-10-09,West,Ibadan,Online,SME,Fashion,Jeans,1,12.56,12.56,0.0,0.0,12.56,9.01,4.72,0.23,0,0.0,3.55,-1.4,2025-10
ADH-105557,2025-10-09,East,Enugu,Wholesale,SME,Groceries,Cooking Oil,8,48.18,385.44,0.05,19.27,366.17,319.75,2.01,2.93,0,0.0,46.42,41.48,2025-10
ADH-105558,2025-10-09,South,Benin,POS,Retail,Groceries,Beverage Pack,2,16.61,33.22,0.0,0.0,33.22,28.72,0.0,0.4,0,0.0,4.5,4.1,2025-10
ADH-105559,2025-10-09,North,Abuja,Online,SME,Groceries,Rice 5kg,1,43.49,43.49,0.0,0.0,43.49,39.67,4.86,0.78,0,0.0,3.82,-1.82,2025-10
ADH-105560,2025-10-09,South,Warri,POS,SME,Groceries,Noodles Pack,3,49.22,147.66,0.0,0.0,147.66,131.29,0.0,1.77,0,0.0,16.37,14.6,2025-10
ADH-105561,2025-10-09,West,Ilorin,POS,Retail,Fashion,Handbag,1,88.34,88.34,0.0,0.0,88.34,63.37,0.0,1.06,0,0.0,24.97,23.91,2025-10
ADH-105562,2025-10-09,East,Aba,POS,Retail,Fashion,Sneakers,1,66.14,66.14,0.0,0.0,66.14,42.95,0.0,0.79,0,0.0,23.19,22.4,2025-10
ADH-105563,2025-10-09,North,Kaduna,Online,Retail,Groceries,Beverage Pack,1,25.19,25.19,0.0,0.0,25.19,23.22,5.02,0.45,0,0.0,1.97,-3.5,2025-10
ADH-105564,2025-10-09,North,Abuja,Wholesale,Retail,Fashion,Handbag,8,57.36,458.88,0.0,0.0,458.88,298.75,2.19,3.67,0,0.0,160.13,154.27,2025-10
ADH-105565,2025-10-09,North,Jos,Online,SME,Electronics,Power Bank,1,28.59,28.59,0.0,0.0,28.59,22.47,3.75,0.51,0,0.0,6.12,1.86,2025-10
ADH-105566,2025-10-09,North,Abuja,Online,SME,Home & Kitchen,Blender,1,140.42,140.42,0.0,0.0,140.42,100.41,6.49,2.53,0,0.0,40.01,30.99,2025-10
ADH-105567,2025-10-09,North,Abuja,Wholesale,SME,Groceries,Noodles Pack,8,10.44,83.52,0.0,0.0,83.52,73.21,0.76,0.67,0,0.0,10.31,8.88,2025-10
ADH-105568,2025-10-09,North,Jos,Online,Retail,Home & Kitchen,Bedsheet,1,31.6,31.6,0.0,0.0,31.6,21.76,4.63,0.57,0,0.0,9.84,4.64,2025-10
ADH-105569,2025-10-09,East,Onitsha,Online,SME,Fashion,T-Shirt,1,84.82,84.82,0.0,0.0,84.82,46.62,6.98,1.53,0,0.0,38.2,29.69,2025-10
ADH-105570,2025-10-09,West,Ibadan,POS,SME,Fashion,Sneakers,2,13.4,26.8,0.0,0.0,26.8,17.26,0.0,0.32,0,0.0,9.54,9.22,2025-10
ADH-105571,2025-10-09,West,Ilorin,POS,Retail,Groceries,Detergent,1,40.33,40.33,0.0,0.0,40.33,33.68,0.0,0.48,0,0.0,6.65,6.17,2025-10
ADH-105572,2025-10-09,West,Ibadan,Online,Retail,Fashion,Cap,1,14.53,14.53,0.0,0.0,14.53,10.09,6.71,0.26,0,0.0,4.44,-2.53,2025-10
ADH-105573,2025-10-09,East,Onitsha,POS,Retail,Groceries,Rice 5kg,3,10.59,31.77,0.0,0.0,31.77,28.14,0.0,0.38,0,0.0,3.63,3.25,2025-10
ADH-105574,2025-10-09,East,Aba,POS,SME,Home & Kitchen,Kettle,1,86.62,86.62,0.0,0.0,86.62,67.37,0.0,1.04,0,0.0,19.25,18.21,2025-10
ADH-105575,2025-10-09,East,Owerri,POS,Retail,Electronics,Bluetooth Speaker,2,78.13,156.26,0.0,0.0,156.26,113.42,0.0,1.88,0,0.0,42.84,40.96,2025-10
ADH-105576,2025-10-09,South,Port Harcourt,POS,Retail,Health & Beauty,Face Wash,1,57.43,57.43,0.0,0.0,57.43,44.14,0.0,0.69,0,0.0,13.29,12.6,2025-10
ADH-105577,2025-10-10,North,Kano,POS,SME,Groceries,Beverage Pack,1,28.87,28.87,0.0,0.0,28.87,25.78,0.0,0.35,0,0.0,3.09,2.74,2025-10
ADH-105578,2025-10-10,South,Benin,POS,Retail,Fashion,Cap,1,34.2,34.2,0.0,0.0,34.2,20.78,0.0,0.41,0,0.0,13.42,13.01,2025-10
ADH-105579,2025-10-10,South,Benin,Online,SME,Home & Kitchen,Extension Cable,1,95.72,95.72,0.058,5.55,90.17,72.01,6.19,1.62,0,0.0,18.16,10.35,2025-10
ADH-105580,2025-10-10,North,Kano,Online,Corporate,Fashion,Handbag,1,11.97,11.97,0.0,0.0,11.97,7.03,5.53,0.22,0,0.0,4.94,-0.81,2025-10
ADH-105581,2025-10-10,North,Abuja,POS,Retail,Groceries,Cooking Oil,1,49.31,49.31,0.0,0.0,49.31,43.03,0.0,0.59,0,0.0,6.28,5.69,2025-10
ADH-105582,2025-10-10,South,Port Harcourt,POS,Retail,Home & Kitchen,Kettle,1,91.7,91.7,0.0,0.0,91.7,62.08,0.0,1.1,0,0.0,29.62,28.52,2025-10
ADH-105583,2025-10-10,North,Jos,Online,Retail,Groceries,Beverage Pack,1,30.54,30.54,0.0,0.0,30.54,26.29,7.31,0.55,0,0.0,4.25,-3.61,2025-10
ADH-105584,2025-10-10,West,Ilorin,Online,SME,Electronics,Power Bank,1,98.41,98.41,0.0,0.0,98.41,66.53,5.21,1.77,0,0.0,31.88,24.9,2025-10
ADH-105585,2025-10-10,West,Ilorin,Online,Retail,Electronics,Power Bank,2,48.28,96.56,0.095,9.17,87.39,70.91,4.83,1.57,0,0.0,16.48,10.08,2025-10
ADH-105586,2025-10-10,East,Onitsha,Online,Retail,Electronics,Phone Accessory,1,98.45,98.45,0.0,0.0,98.45,75.37,7.68,1.77,0,0.0,23.08,13.63,2025-10
ADH-105587,2025-10-10,North,Kano,POS,SME,Fashion,Sneakers,2,81.67,163.34,0.0,0.0,163.34,117.49,0.0,1.96,0,0.0,45.85,43.89,2025-10
ADH-105588,2025-10-10,North,Abuja,Online,SME,Electronics,Phone Accessory,1,21.14,21.14,0.0,0.0,21.14,15.16,9.38,0.38,0,0.0,5.98,-3.78,2025-10
ADH-105589,2025-10-10,East,Enugu,POS,Corporate,Health & Beauty,Toiletries Set,2,73.84,147.68,0.0,0.0,147.68,85.97,0.0,1.77,0,0.0,61.71,59.94,2025-10
ADH-105590,2025-10-10,West,Lagos,Online,SME,Groceries,Noodles Pack,3,13.78,41.34,0.0,0.0,41.34,34.76,5.02,0.74,0,0.0,6.58,0.82,2025-10
ADH-105591,2025-10-10,East,Aba,Online,SME,Health & Beauty,Toiletries Set,1,73.95,73.95,0.0,0.0,73.95,42.9,6.69,1.33,0,0.0,31.05,23.03,2025-10
ADH-105592,2025-10-10,South,Warri,Online,SME,Health & Beauty,Perfume,2,60.28,120.56,0.0,0.0,120.56,79.83,4.84,2.17,0,0.0,40.73,33.72,2025-10
ADH-105593,2025-10-11,South,Warri,Online,Retail,Electronics,Power Bank,1,112.47,112.47,0.0,0.0,112.47,88.16,3.88,2.02,0,0.0,24.31,18.41,2025-10
ADH-105594,2025-10-11,North,Kano,Online,Retail,Fashion,Sneakers,1,44.93,44.93,0.0,0.0,44.93,35.02,3.73,0.81,0,0.0,9.91,5.37,2025-10
ADH-105595,2025-10-11,East,Enugu,Online,Retail,Fashion,Jeans,2,67.0,134.0,0.0,0.0,134.0,101.63,4.01,2.41,0,0.0,32.37,25.95,2025-10
ADH-105596,2025-10-11,East,Onitsha,POS,Retail,Home & Kitchen,Cookware Set,1,139.72,139.72,0.0,0.0,139.72,102.66,0.0,1.68,0,0.0,37.06,35.38,2025-10
ADH-105597,2025-10-11,West,Ilorin,Wholesale,Retail,Groceries,Beverage Pack,10,50.63,506.3,0.032,16.2,490.1,413.08,1.96,3.92,0,0.0,77.02,71.14,2025-10
ADH-105598,2025-10-11,South,Benin,Online,SME,Fashion,Cap,2,76.86,153.72,0.0,0.0,153.72,100.89,5.52,2.77,0,0.0,52.83,44.54,2025-10
ADH-105599,2025-10-11,East,Enugu,POS,Retail,Groceries,Beverage Pack,2,53.27,106.54,0.0,0.0,106.54,95.39,0.0,1.28,0,0.0,11.15,9.87,2025-10
ADH-105600,2025-10-11,North,Kaduna,POS,Retail,Health & Beauty,Hair Care,2,16.25,32.5,0.0,0.0,32.5,19.1,0.0,0.39,0,0.0,13.4,13.01,2025-10
ADH-105601,2025-10-11,East,Onitsha,Online,SME,Groceries,Noodles Pack,1,17.65,17.65,0.0,0.0,17.65,16.01,4.6,0.32,0,0.0,1.64,-3.28,2025-10
ADH-105602,2025-10-11,East,Owerri,Online,Retail,Home & Kitchen,Cookware Set,2,68.45,136.9,0.0,0.0,136.9,111.22,4.51,2.46,0,0.0,25.68,18.71,2025-10
ADH-105603,2025-10-11,West,Ibadan,POS,Corporate,Groceries,Beverage Pack,1,11.9,11.9,0.0,0.0,11.9,11.09,0.0,0.14,0,0.0,0.81,0.67,2025-10
ADH-105604,2025-10-11,West,Ilorin,Online,Retail,Groceries,Rice 5kg,1,29.13,29.13,0.0,0.0,29.13,26.51,6.75,0.52,0,0.0,2.62,-4.65,2025-10
ADH-105605,2025-10-11,South,Uyo,Online,Retail,Electronics,Smartwatch,2,39.75,79.5,0.0,0.0,79.5,53.08,6.16,1.43,0,0.0,26.42,18.83,2025-10
ADH-105606,2025-10-12,East,Onitsha,POS,Retail,Electronics,Phone Accessory,2,39.99,79.98,0.0,0.0,79.98,65.36,0.0,0.96,0,0.0,14.62,13.66,2025-10
ADH-105607,2025-10-12,East,Onitsha,POS,Retail,Home & Kitchen,Cookware Set,1,59.44,59.44,0.0,0.0,59.44,37.32,0.0,0.71,0,0.0,22.12,21.41,2025-10
ADH-105608,2025-10-12,North,Kano,Online,SME,Home & Kitchen,Blender,2,45.08,90.16,0.02,1.8,88.36,69.46,4.34,1.59,0,0.0,18.9,12.97,2025-10
ADH-105609,2025-10-12,South,Warri,Online,SME,Electronics,Earbuds,1,56.72,56.72,0.0,0.0,56.72,42.33,5.72,1.02,0,0.0,14.39,7.65,2025-10
ADH-105610,2025-10-12,East,Onitsha,Online,SME,Health & Beauty,Face Wash,3,75.62,226.86,0.0,0.0,226.86,176.96,7.57,4.08,0,0.0,49.9,38.25,2025-10
ADH-105611,2025-10-12,West,Abeokuta,POS,Retail,Groceries,Rice 5kg,3,15.8,47.4,0.0,0.0,47.4,40.67,0.0,0.57,0,0.0,6.73,6.16,2025-10
ADH-105612,2025-10-12,West,Ilorin,Wholesale,Retail,Electronics,Smartwatch,10,62.78,627.8,0.028,17.58,610.22,411.98,0.66,4.88,0,0.0,198.24,192.7,2025-10
ADH-105613,2025-10-12,West,Lagos,Online,Retail,Health & Beauty,Toiletries Set,1,50.34,50.34,0.0,0.0,50.34,39.98,5.96,0.91,0,0.0,10.36,3.49,2025-10
